"fecha","hora","contexto","componente","nombre","user id","descripcion","module id"
"23/02/2017","10:27","Curso: FC Grupo E","Sistema","Lista de usuarios vista","68626","viewed the list of users in the course","NULL"
"23/02/2017","10:27","Curso: FC Grupo E","Sistema","Lista de usuarios vista","68626","viewed the list of users in the course","NULL"
"23/02/2017","10:27","Curso: FC Grupo E","Sistema","Lista de usuarios vista","68626","viewed the list of users in the course","NULL"
"23/02/2017","10:26","Curso: FC Grupo E","Sistema","Perfil de usuario visto","68626","viewed the profile for the user with id '334126' in the course","NULL"
"23/02/2017","10:26","Curso: FC Grupo E","Sistema","Lista de usuarios vista","68626","viewed the list of users in the course","NULL"
"23/02/2017","10:26","Curso: FC Grupo E","Sistema","Perfil de usuario visto","68626","viewed the profile for the user with id '354085' in the course","NULL"
"23/02/2017","10:26","Curso: FC Grupo E","Sistema","Perfil de usuario visto","68626","viewed the profile for the user with id '393775' in the course","NULL"
"23/02/2017","10:26","Curso: FC Grupo E","Sistema","Lista de usuarios vista","68626","viewed the list of users in the course","NULL"
"23/02/2017","10:25","Curso: FC Grupo E","Sistema","Lista de usuarios vista","68626","viewed the list of users in the course","NULL"
"23/02/2017","10:25","Curso: FC Grupo E","Sistema","Perfil de usuario visto","68626","viewed the profile for the user with id '398379' in the course","NULL"
"23/02/2017","10:25","Curso: FC Grupo E","Sistema","Perfil de usuario visto","68626","viewed the profile for the user with id '399970' in the course","NULL"
"23/02/2017","10:25","Curso: FC Grupo E","Sistema","Lista de usuarios vista","68626","viewed the list of users in the course","NULL"
